Date,Open,High,Low,Close,Adj Close,Volume
1999-04-09,27.202616,27.202616,26.993748,26.993748,7.396819,1230018
1999-04-12,26.894285,26.894285,26.705311,26.804771,7.345035,1157589
1999-04-13,27.192671,27.192671,26.953962,27.191675,7.451054,981827
1999-04-14,27.500999,27.500999,26.924126,27.500999,7.535817,1724816
1999-04-15,27.948574,27.948574,27.292131,27.898844,7.644833,1387154
1999-04-16,27.898844,27.898844,27.699921,27.749653,7.603951,1428117
1999-04-19,28.246958,28.246958,27.550730,28.147495,7.712966,1321122
1999-04-20,28.545341,28.545341,27.650190,28.346418,7.767479,2420592
1999-04-21,28.445881,28.445881,27.829222,27.963493,7.662549,1426567
1999-04-22,28.545341,28.545341,28.097767,28.538380,7.820077,687401
1999-04-23,28.607006,28.607006,28.246958,28.246958,7.740222,1079317
1999-04-26,28.296688,28.296688,28.067926,28.246958,7.740222,348973
1999-04-27,28.240990,28.240990,27.849113,27.948574,7.658461,1314042
1999-04-28,28.048035,28.048035,27.729759,27.799381,7.617581,1231237
1999-04-29,27.898844,27.898844,27.650190,27.799381,7.617581,1378510
1999-04-30,28.097767,28.097767,27.351807,27.366728,7.499022,5166002
1999-05-03,27.236433,27.236433,26.774933,26.897270,7.370380,1346027
1999-05-04,27.133987,27.133987,26.208006,26.456657,7.249645,1812360
1999-05-05,26.348246,26.348246,25.710699,25.810160,7.072493,1462397
1999-05-06,25.859892,25.859892,25.064201,25.411322,6.963204,3397842
1999-05-07,25.098019,25.098019,24.358028,24.755873,6.783596,3448270
1999-05-10,25.810160,25.810160,25.064201,25.285999,6.928862,1340375
1999-05-11,25.555540,25.555540,24.915010,25.362585,6.949849,1485403
1999-05-12,25.412315,25.412315,24.964741,25.046299,6.863177,854039
1999-05-13,25.263124,25.263124,24.815550,24.976677,6.844100,1903685
1999-05-14,25.601292,25.601292,25.213392,25.511778,6.990729,1129413
1999-05-17,24.815550,24.815550,24.467436,24.566896,6.731814,1285440
1999-05-18,24.765818,24.765818,24.298351,24.517164,6.718186,1183424
1999-05-19,24.765818,24.765818,24.407759,24.467436,6.704561,1336070
1999-05-20,24.875225,24.875225,24.318243,24.367973,6.677304,1054493
1999-05-21,24.517164,24.517164,23.930346,24.517164,6.718186,1652801
1999-05-24,24.765818,24.765818,24.169052,24.375931,6.679485,1079428
1999-05-25,24.268513,24.268513,23.900507,23.994995,6.575100,1760008
1999-05-26,24.387865,24.387865,23.870668,24.318243,6.663678,1364815
1999-05-27,24.666357,24.666357,24.268513,24.586788,6.737263,1691686
1999-05-28,24.517164,24.517164,24.069590,24.497272,6.712734,3808821
1999-05-31,25.064201,25.064201,24.535069,25.014471,6.854457,1071127
1999-06-01,25.660969,25.660969,24.964741,25.506804,6.989366,1438647
1999-06-02,25.362585,25.362585,25.014471,25.143770,6.889889,1107245
1999-06-03,25.213392,25.213392,24.815550,25.034363,6.859910,907133
1999-06-04,25.064201,25.064201,24.726034,24.726034,6.775420,1152431
1999-06-07,25.123878,25.123878,24.825495,25.123878,6.884439,628881
1999-06-08,25.283016,25.283016,24.885172,25.084093,6.873534,722333
1999-06-09,25.285999,25.285999,24.815550,25.285999,6.928862,1421691
1999-06-10,25.342693,25.342693,24.984632,24.995573,6.849280,1129586
1999-06-11,24.842403,24.842403,23.970129,24.069590,6.595542,2402933
1999-06-14,24.069590,24.069590,24.069590,24.069590,6.595542,0
1999-06-15,24.069590,24.069590,23.771208,23.820938,6.527407,1575091
1999-06-16,23.970129,23.970129,23.721478,23.910454,6.551935,1371000
1999-06-17,24.964741,24.964741,24.367973,24.815550,6.799951,2434586
1999-06-18,25.362585,25.362585,24.765818,24.881193,6.817938,1354000
1999-06-21,25.064201,25.064201,24.765818,24.865278,6.813578,2424538
1999-06-22,24.789688,24.789688,24.566896,24.666357,6.759067,2352216
1999-06-23,24.666357,24.666357,24.397812,24.474398,6.706466,2146022
1999-06-24,24.437597,24.437597,24.218782,24.268513,6.650049,3659425
1999-06-25,24.188944,24.188944,24.009914,24.119322,6.609170,3049257
1999-06-28,24.477381,24.477381,24.169052,24.348082,6.671853,1128007
1999-06-29,24.636518,24.636518,23.870668,24.109375,6.606446,2682755
1999-06-30,24.268513,24.268513,23.791100,23.920399,6.554660,2780942
1999-07-01,24.566896,24.566896,23.890560,23.900507,6.549210,2501866
1999-07-02,24.218782,24.218782,23.994995,24.149158,6.617347,2873360
1999-07-05,24.517164,24.517164,24.188944,24.387865,6.682755,1752867
1999-07-06,24.417704,24.417704,24.069590,24.099428,6.603718,2591177
1999-07-07,24.019859,24.019859,23.771208,23.825911,6.528769,3147027
1999-07-08,24.019859,24.019859,23.701584,23.721478,6.500152,2418976
1999-07-09,23.721478,23.721478,23.373363,23.413147,6.415663,2194493
1999-07-12,23.870668,23.870668,23.572285,23.820938,6.527407,1882781
1999-07-13,24.358028,24.358028,24.030802,24.218782,6.636423,2727959
1999-07-14,24.318243,24.318243,24.069590,24.076553,6.597448,1661134
1999-07-15,24.218782,24.218782,23.875641,23.990023,6.573736,1602632
1999-07-16,24.169052,24.169052,23.980076,23.999968,6.576463,1339582
1999-07-19,24.437597,24.437597,24.099428,24.278460,6.652777,1003249
1999-07-20,24.855333,24.855333,24.268513,24.815550,6.799951,1755855
1999-07-21,25.014471,25.014471,24.527111,24.955790,6.838378,934157
1999-07-22,25.014471,25.014471,24.566896,24.846382,6.808399,1359494
1999-07-23,24.660391,24.660391,24.328190,24.570873,6.732902,958453
1999-07-26,24.517164,24.517164,24.218782,24.353054,6.673217,1612973
1999-07-27,24.716087,24.716087,24.268513,24.616627,6.745441,954857
1999-07-28,24.875225,24.875225,24.467436,24.666357,6.759067,2520922
1999-07-29,24.775764,24.775764,24.268513,24.268513,6.650049,1640728
1999-07-30,24.119322,24.119322,23.880613,23.990023,6.573736,8379345
1999-08-02,23.920399,23.920399,23.681692,23.751314,6.508328,1872646
1999-08-03,24.367973,24.367973,23.711531,24.298351,6.658226,1763561
1999-08-04,24.258568,24.258568,23.880613,24.069590,6.595542,1223433
1999-08-05,24.706142,24.706142,24.100424,24.566896,6.731814,1519448
1999-08-06,24.636518,24.636518,24.228727,24.464451,6.703743,1820198
1999-08-09,24.397812,24.397812,24.069590,24.141203,6.615166,752118
1999-08-10,24.268513,24.268513,23.920399,24.263540,6.648689,2047316
1999-08-11,24.566896,24.566896,23.717499,23.717499,6.499061,2769601
1999-08-12,24.069590,24.069590,23.273901,23.383308,6.407487,3417514
1999-08-13,23.423094,23.423094,22.995411,23.209251,6.359794,2839298
1999-08-16,23.870668,23.870668,23.442986,23.771208,6.513779,1794265
1999-08-17,23.950237,23.950237,23.592176,23.870668,6.541034,1869757
1999-08-18,23.472824,23.472824,23.144602,23.225166,6.544115,3446645
1999-08-19,23.771208,23.771208,23.154549,23.721478,6.683961,2221292
1999-08-20,23.910454,23.910454,23.641909,23.876637,6.727682,1199382
1999-08-23,24.318243,24.318243,23.920399,24.304319,6.848188,1794928
1999-08-24,24.566896,24.566896,24.069590,24.069590,6.782048,1273488
1999-08-25,24.387865,24.387865,24.019859,24.308296,6.849308,1243293
1999-08-26,24.855333,24.855333,24.467436,24.806597,6.989714,2102200
1999-08-27,24.845387,24.845387,24.527111,24.726034,6.967013,2275667
1999-08-30,24.825495,24.825495,24.467436,24.745926,6.972619,1331062
1999-08-31,24.666357,24.666357,24.507219,24.523132,6.909844,940179
1999-09-01,24.775764,24.775764,24.427650,24.686249,6.955803,1528029
1999-09-02,24.706142,24.706142,24.447542,24.616627,6.936185,898100
1999-09-03,24.367973,24.367973,24.049698,24.228727,6.826889,876166
1999-09-06,24.666357,24.666357,24.437597,24.467436,6.894150,445222
1999-09-07,24.387865,24.387865,24.069590,24.149158,6.804469,1064241
1999-09-08,24.248619,24.248619,24.018866,24.018866,6.767754,772736
1999-09-09,24.029806,24.029806,23.671745,23.721478,6.683961,1285059
1999-09-10,23.820938,23.820938,23.582232,23.703573,6.678915,1405492
1999-09-13,23.643896,23.643896,23.154549,23.273901,6.557850,2208980
1999-09-14,23.721478,23.721478,23.174440,23.572285,6.641924,1565648
1999-09-15,23.423094,23.423094,23.181402,23.181402,6.531785,1923776
1999-09-16,23.273901,23.273901,22.915840,22.975517,6.473772,2581831
1999-09-17,23.124710,23.124710,22.895948,22.915840,6.456958,2326446
1999-09-20,23.074980,23.074980,22.627403,22.759687,6.412958,1405801
1999-09-21,22.856165,22.856165,22.478212,22.826326,6.431738,1942465
1999-09-22,23.244062,23.244062,22.478212,23.065033,6.498992,1901796
1999-09-23,23.572285,23.572285,23.131672,23.423094,6.599883,1301826
1999-09-24,23.383308,23.383308,22.776596,22.972534,6.472933,1626670
1999-09-27,23.820938,23.820938,22.965572,23.577257,6.643323,1514873
1999-09-28,23.830885,23.830885,23.373363,23.701584,6.678356,1142868
1999-09-29,23.701584,23.701584,23.472824,23.572285,6.641924,1036828
1999-09-30,24.218782,24.218782,23.681692,24.019859,6.768036,2143639
1999-10-01,24.019859,24.437597,24.019859,24.218782,6.824085,1460614
1999-10-04,24.056662,24.056662,23.870668,23.870668,6.725998,349376
1999-10-05,23.988031,24.218782,23.970129,24.162088,6.808109,1312666
1999-10-06,24.119322,24.367973,24.019859,24.182976,6.813998,2073156
1999-10-07,24.309292,24.517164,24.188944,24.517164,6.908160,2449232
1999-10-08,24.385878,24.765818,24.367973,24.566896,6.922174,943980
1999-10-11,24.765818,24.915010,24.676304,24.793667,6.986070,2079969
1999-10-12,24.785711,24.974688,24.716087,24.785711,6.983829,4298306
1999-10-13,24.566896,24.616627,24.268513,24.395823,6.873970,920825
1999-10-14,24.122305,24.517164,23.970129,24.467436,6.894150,2054720
1999-10-15,24.367973,24.765818,24.178999,24.467436,6.894150,1753928
1999-10-18,24.069590,24.268513,23.980076,24.019859,6.768036,1467259
1999-10-19,24.029806,24.119322,23.870668,23.930346,6.742813,1374493
1999-10-20,24.031796,24.218782,23.970129,24.069590,6.782048,1314940
1999-10-21,24.294373,24.294373,23.820938,24.047709,6.775883,1225696
1999-10-22,23.970129,24.169052,23.920399,24.098434,6.790175,1183986
1999-10-25,24.296362,24.427650,24.218782,24.410742,6.878176,1084561
1999-10-26,24.169052,24.348082,24.169052,24.328190,6.854916,963121
1999-10-27,24.258568,24.517164,24.169052,24.497272,6.902554,1287639
1999-10-28,24.616627,25.064201,24.616627,25.024418,7.051086,2327363
1999-10-29,25.353634,25.859892,25.342693,25.561506,7.202422,8434333
1999-11-01,25.689812,25.810160,25.362585,25.750483,7.255669,1272896
1999-11-02,25.778332,26.158274,25.760429,26.158274,7.370574,887890
1999-11-03,26.080694,26.755041,26.058813,26.556118,7.482674,1635098
1999-11-04,26.655581,26.655581,26.208006,26.635687,7.505094,2264158
1999-11-05,26.605848,26.605848,26.373110,26.373110,7.431108,1333244
1999-11-08,26.456657,26.556118,26.347250,26.357197,7.426622,1184502
1999-11-09,26.481524,26.725203,26.396980,26.589935,7.492201,1078953
1999-11-10,26.556118,27.331915,26.506388,27.202616,7.664833,1645303
1999-11-11,26.939045,27.302076,26.854502,27.172777,7.656427,1902562
1999-11-12,27.142939,27.312023,26.755041,26.766975,7.542086,2256373
1999-11-15,26.917162,26.924126,26.585957,26.587946,7.491640,1674787
1999-11-16,26.556118,26.556118,26.337303,26.367142,7.429427,1323479
1999-11-17,26.456657,26.655581,26.456657,26.466602,7.457447,963802
1999-11-18,26.357197,26.645634,26.217951,26.595903,7.493883,1644242
1999-11-19,26.655581,26.755041,26.406927,26.425823,7.445959,790314
1999-11-22,26.357197,26.456657,26.158274,26.406927,7.440634,1063496
1999-11-23,26.257734,26.456657,26.257734,26.277628,7.404203,1251542
1999-11-24,26.152306,26.357197,26.068760,26.249779,7.396357,815010
1999-11-25,26.257734,26.406927,25.859892,25.909620,7.300509,1841462
1999-11-26,25.909620,26.118490,25.710699,26.068760,7.345351,5115600
1999-11-29,26.058813,26.307467,25.909620,26.247789,7.395795,921932
1999-11-30,26.131418,26.168221,25.710699,25.800215,7.269682,1255602
1999-12-01,25.810160,25.939461,25.511778,25.859892,7.286498,1291536
1999-12-02,26.089645,26.108543,25.959352,26.038921,7.336942,1436166
1999-12-03,26.108543,26.118490,25.760429,25.869837,7.289300,1044112
1999-12-06,26.058813,26.108543,25.541615,25.611238,7.216436,1769418
1999-12-07,25.511778,25.521723,25.322802,25.521723,7.191212,1739277
1999-12-08,25.561506,25.959352,25.412315,25.760429,7.258474,1179018
1999-12-09,25.767391,26.028975,25.660969,25.909620,7.300509,963975
1999-12-10,25.909620,25.909620,25.551561,25.581400,7.208027,819591
1999-12-13,25.810160,25.810160,25.432207,25.432207,7.165990,1018769
1999-12-14,25.362585,25.365568,25.183556,25.365568,7.147213,1232847
1999-12-15,25.209415,25.432207,25.173609,25.372532,7.149174,1098692
1999-12-16,25.462046,25.462046,25.263124,25.352638,7.143569,1218508
1999-12-17,25.362585,25.412315,25.094040,25.153717,7.087521,1347675
1999-12-20,25.157696,25.312855,25.123878,25.302908,7.129560,1558462
1999-12-21,25.163664,25.312855,25.163664,25.263124,7.118348,1485951
1999-12-22,25.368553,25.561506,25.273069,25.511778,7.188410,958126
1999-12-23,25.511778,25.511778,25.273069,25.315838,7.133201,586737
1999-12-24,25.362585,25.511778,25.193501,25.511778,7.188410,2333428
1999-12-27,25.511778,25.511778,25.511778,25.511778,7.188410,0
1999-12-28,25.511778,25.511778,25.511778,25.511778,7.188410,0
1999-12-29,25.581400,25.859892,25.561506,25.810160,7.272486,425385
1999-12-30,25.959352,26.237843,25.959352,26.088652,7.350956,467524
1999-12-31,26.088652,26.088652,26.088652,26.088652,7.350956,0
2000-01-03,26.088652,26.088652,26.088652,26.088652,7.350956,0
2000-01-04,26.058813,26.058813,25.720646,25.790268,7.266881,1018072
2000-01-05,25.353634,25.392424,25.113932,25.213392,7.104335,2191283
2000-01-06,25.362585,25.362585,24.666357,24.716087,6.964210,1505531
2000-01-07,24.913021,25.113932,24.735979,24.964741,7.034275,1414040
2000-01-10,25.362585,25.621183,25.312855,25.561506,7.202422,1396460
2000-01-11,25.531670,25.551561,25.084093,25.148745,7.086118,2105483
2000-01-12,25.056246,25.462046,25.014471,25.312855,7.132362,1775060
2000-01-13,25.312855,25.511778,25.004524,25.113932,7.076309,1944062
2000-01-14,25.211405,25.511778,25.143770,25.445139,7.169636,1243321
2000-01-17,25.561506,25.810160,25.442154,25.750483,7.255669,1499467
2000-01-18,25.710699,25.760429,25.462046,25.674892,7.234372,3140069
2000-01-19,25.462046,25.462046,25.163664,25.163664,7.090323,1166861
2000-01-20,25.212399,25.501831,25.153717,25.462046,7.174397,2149038
2000-01-21,25.261135,25.412315,25.261135,25.392424,7.154779,964817
2000-01-24,25.402369,25.750483,25.402369,25.462046,7.174397,1159293
2000-01-25,25.143770,25.362585,25.113932,25.312855,7.132362,1392194
2000-01-26,25.312855,25.312855,25.312855,25.312855,7.132362,0
2000-01-27,25.263124,25.810160,25.263124,25.730591,7.250066,1651666
2000-01-28,25.740538,26.406927,25.740538,26.118490,7.359365,6896133
2000-01-31,25.757446,26.058813,25.660969,25.959352,7.314522,672914
2000-02-01,25.959352,26.009083,25.462046,25.527691,7.192895,972983
2000-02-02,25.521723,25.760429,25.362585,25.515755,7.189532,1082766
2000-02-03,25.453094,25.453094,24.954794,25.064201,7.062295,2356553
2000-02-04,25.064201,25.760429,25.064201,25.422262,7.163187,1090757
2000-02-07,25.362585,25.820107,25.312855,25.531670,7.194016,1031919
2000-02-08,25.531670,25.631130,25.312855,25.408337,7.159264,1000207
2000-02-09,25.462046,25.810160,25.233286,25.660969,7.230447,1792499
2000-02-10,25.561506,26.108543,25.561506,26.006098,7.327696,3803235
2000-02-11,25.859892,26.635687,25.859892,26.363165,7.428306,1762940
2000-02-14,26.058813,26.665525,26.058813,26.462626,7.456328,2002194
2000-02-15,26.572033,27.003693,26.572033,27.003693,7.608785,3197592
2000-02-16,27.003693,27.351807,26.655581,26.735147,7.533114,2275937
2000-02-17,25.849943,26.347250,25.849943,25.959352,7.475832,4540401
2000-02-18,25.959352,26.158274,25.760429,26.024000,7.494447,1316359
2000-02-21,24.946838,26.068760,24.946838,25.670914,7.392767,1399833
2000-02-22,25.561506,26.009083,25.561506,25.923546,7.465518,1234963
2000-02-23,25.859892,26.178165,25.859892,26.038921,7.498746,1511510
2000-02-24,25.859892,26.068760,25.660969,25.867847,7.449480,1349300
2000-02-25,25.456078,26.009083,25.456078,25.830051,7.438595,1982153
2000-02-28,25.569464,25.660969,25.084093,25.099012,7.228069,1697700
2000-02-29,25.362585,25.362585,24.805603,24.857323,7.158469,1535193
2000-03-01,24.865278,25.849943,24.616627,25.660969,7.389901,1675551
2000-03-02,25.660969,25.660969,25.213392,25.511778,7.346938,1334162
2000-03-03,25.362585,25.412315,24.755873,25.104980,7.229787,1968318
2000-03-06,25.160679,25.362585,24.765818,24.865278,7.160759,1557292
2000-03-07,24.558939,24.855333,24.467436,24.566896,7.074828,2225707
2000-03-08,24.566896,24.566896,24.566896,24.566896,7.074828,0
2000-03-09,24.566896,24.566896,24.566896,24.566896,7.074828,0
2000-03-10,22.478212,23.353470,22.368805,22.876057,6.587900,7356996
2000-03-13,22.975517,23.273901,22.846218,22.995411,6.622268,2673211
2000-03-14,22.975517,23.363417,22.925789,22.975517,6.616541,1774576
2000-03-15,22.975517,23.423094,22.895948,23.383308,6.733978,1927674
2000-03-16,23.761261,23.771208,23.174440,23.177423,6.674684,1617765
2000-03-17,23.563334,23.563334,22.876057,22.876057,6.587900,2470537
2000-03-20,22.876057,22.965572,22.746758,22.866112,6.585032,2090195
2000-03-21,22.876057,22.876057,22.488159,22.547834,6.493376,1796496
2000-03-22,22.677135,22.756704,22.527943,22.537889,6.490510,2223998
2000-03-23,22.655252,22.726866,22.329021,22.428482,6.459003,1979848
2000-03-24,22.428482,22.567728,22.239506,22.507055,6.481634,3037723
2000-03-27,22.577675,22.866112,22.468266,22.601543,6.508843,1550684
2000-03-28,22.577675,22.637350,22.478212,22.627403,6.516289,1493386
2000-03-29,22.627403,22.706972,22.498104,22.577675,6.501969,1705501
2000-03-30,22.648291,22.648291,22.498104,22.533911,6.489366,908618
2000-03-31,22.486170,22.577675,22.329021,22.418535,6.456138,2555753
2000-04-03,22.418535,22.995411,22.418535,22.878046,6.588470,1348028
2000-04-04,23.223175,23.612068,23.074980,23.532499,6.776941,1704835
2000-04-05,23.671745,24.348082,23.671745,24.149158,6.954529,2409921
2000-04-06,23.870668,24.069590,23.810991,23.950237,6.897241,1934380
2000-04-07,23.879620,23.970129,23.373363,23.641909,6.808449,1860933
2000-04-10,23.671745,23.671745,23.254009,23.323631,6.716791,1318983
2000-04-11,23.313686,23.970129,23.244062,23.671745,6.817044,2285573
2000-04-12,23.780159,24.218782,23.771208,24.143192,6.952808,3062964
2000-04-13,24.218782,25.014471,24.218782,24.835442,7.152164,5404250
2000-04-14,24.416710,25.481937,24.416710,25.462046,7.332617,3059321
2000-04-17,24.503241,24.974688,24.417704,24.760845,7.130684,2142248
2000-04-18,25.064201,25.760429,25.064201,25.734570,7.411099,3123850
2000-04-19,25.760429,26.068760,25.760429,26.009083,7.490154,1986717
2000-04-20,25.804192,25.959352,25.760429,25.930508,7.467525,849188
2000-04-21,25.930508,25.930508,25.930508,25.930508,7.467525,0
2000-04-24,25.930508,25.930508,25.930508,25.930508,7.467525,0
2000-04-25,25.930508,25.930508,25.930508,25.930508,7.467525,0
2000-04-26,26.158274,26.486496,26.009083,26.456657,7.619049,3117315
2000-04-27,26.305475,26.456657,26.257734,26.367142,7.593270,1758609
2000-04-28,26.195074,26.357197,25.859892,25.939461,7.470104,10213520
2000-05-01,25.741531,26.058813,25.660969,25.932497,7.468098,1187256
2000-05-02,25.890724,26.028975,25.859892,25.859892,7.447189,988444
2000-05-03,25.760429,25.780321,25.471992,25.561506,7.361258,944144
2000-05-04,25.213392,25.511778,25.064201,25.462046,7.332617,1511650
2000-05-05,25.414305,26.217951,25.414305,26.160263,7.533690,1046781
2000-05-08,26.125452,26.406927,26.009083,26.288568,7.570639,1164295
2000-05-09,26.126446,27.222507,26.126446,27.202616,7.833869,3998234
2000-05-10,27.053425,27.371700,26.953962,27.139956,7.815825,2911588
2000-05-11,26.909204,26.953962,26.556118,26.655581,7.676333,1741675
2000-05-12,26.655581,26.755041,26.307467,26.456657,7.619049,1422913
2000-05-15,26.357197,26.635687,26.257734,26.605848,7.662012,769379
2000-05-16,26.655581,26.884340,26.556118,26.705311,7.690655,954873
2000-05-17,26.705311,27.003693,26.585957,26.953962,7.762263,2378545
2000-05-18,27.053425,27.898844,27.053425,27.202616,7.833869,3885640
2000-05-19,27.162830,27.799381,27.162830,27.594494,7.946721,3026709
2000-05-22,27.301083,27.849113,27.152885,27.799381,8.005729,2044185
2000-05-23,27.849113,27.898844,27.500999,27.740700,7.988826,3053364
2000-05-24,27.444305,27.849113,27.444305,27.749653,7.991407,2456113
2000-05-25,27.799381,27.859058,27.202616,27.202616,7.833869,2443996
2000-05-26,26.910200,27.500999,26.910200,27.302076,7.862512,6008706
2000-05-29,27.252346,27.849113,27.252346,27.799381,8.005729,2423126
2000-05-30,27.849113,28.097767,27.550730,27.693954,7.975365,3056137
2000-05-31,27.948574,28.048035,27.302076,27.730755,7.985963,10986241
2000-06-01,27.252346,27.302076,26.635687,26.982807,7.770568,4234676
2000-06-02,26.854502,27.152885,26.854502,26.934071,7.756533,2221357
2000-06-05,27.290142,27.290142,26.874393,26.993748,7.773718,2363481
2000-06-06,27.001703,27.500999,26.924126,27.351807,7.876834,1771178
2000-06-07,27.062376,27.351807,27.053425,27.103155,7.805226,1103684
2000-06-08,27.093208,27.093208,26.705311,26.804771,7.719297,2559175
2000-06-09,26.750069,26.750069,26.367142,26.556118,7.647690,2400023
2000-06-12,26.556118,26.556118,26.556118,26.556118,7.647690,0
2000-06-13,26.406927,26.556118,26.148329,26.396980,7.601861,2506713
2000-06-14,26.357197,26.357197,25.959352,26.038921,7.498746,2389163
2000-06-15,26.108543,26.486496,26.009083,26.461630,7.620480,2576935
2000-06-16,26.330341,26.665525,26.217951,26.655581,7.676333,2515448
2000-06-19,26.397976,26.556118,26.307467,26.456657,7.619049,1317718
2000-06-20,26.406927,26.854502,26.406927,26.774933,7.710703,2193972
2000-06-21,26.705311,26.864449,26.615795,26.797810,7.717291,1285497
2000-06-22,26.704315,26.705311,26.396980,26.436766,7.613322,1859393
2000-06-23,26.382061,26.556118,26.208006,26.505392,7.633081,3197253
2000-06-26,26.506388,27.003693,26.506388,27.003693,7.776583,2555480
2000-06-27,27.096191,27.331915,27.003693,27.294121,7.860225,2632241
2000-06-28,27.235437,27.699921,27.202616,27.351807,7.876834,2994330
2000-06-29,27.302076,27.302076,26.973854,27.152885,7.819548,2818884
